app_id,app_pkg,category_name,data_safety_content,privacy_policy_content,label_one_s,label_two_s
39,com.diytech.drawsignature,"{'data_shared': [], 'data_collected': []}","Data Share: We do not store or share any personal information.
- Our Privacy Policy does not cover any collection, use, or disclosure by third-party services such as AdMob. Please read AdMob's Privacy Policy for information on how they may share your data.
Data Collect: We do not collect any personal or identifying information in our applications and games, including from children under the age of 13.
- Third-party advertisements (AdMob) present in our apps may collect information; read their Privacy Policy for specifics.
- Contact us at rahib.ali@gmail.com for inquiries regarding our Privacy Policy or data processing.
- Our Privacy Policy may change over time, updates will be posted on this page.","{label 1: Incomplete, label 2: Incorrect}"
40,com.inglesdivino.vectorassetcreator,"{'data_shared': [], 'data_collected': [{'category': 'App activity', 'sub_info': [{'data_type': 'App interactions', 'purpose': 'Analytics - Advertising or marketing - Fraud prevention - security - and compliance', 'optional': False}]}, {'category': 'Device or other IDs', 'sub_info': [{'data_type': 'Device or other IDs', 'purpose': 'Analytics - Advertising or marketing - Fraud prevention - security - and compliance', 'optional': True}]}, {'category': 'App info and performance', 'sub_info': [{'data_type': 'Diagnostics', 'purpose': 'Analytics - Advertising or marketing - Fraud prevention - security - and compliance', 'optional': False}]}], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'You can request that data be deleted', 'sub_info': []}]}","Data Share:
In this policy, there is no clear statement provided about data sharing practices. Therefore, it's suggested to reach out to the app provider for this information.
Data Collect:
The ""Vector Asset Creator"" app may collect some user information for advertising purposes, which is achieved through AdMob in adherence to Google's Privacy & Terms. There may also be requested permissions set for using features on an Android device.","{label 1: Incomplete, label 2: Complete}"
42,com.raed.sketchbook,"{'data_shared': [], 'data_collected': [{'category': 'App activity', 'sub_info': [{'data_type': 'App interactions', 'purpose': 'Analytics', 'optional': False}]}, {'category': 'Device or other IDs', 'sub_info': [{'data_type': 'Device or other IDs', 'purpose': 'Analytics - Advertising or marketing', 'optional': False}]}, {'category': 'App info and performance', 'sub_info': [{'data_type': 'Crash logs', 'purpose': 'Analytics', 'optional': False}, {'data_type': 'Diagnostics', 'purpose': 'Analytics', 'optional': False}, {'data_type': 'Other app performance data', 'purpose': 'Analytics', 'optional': False}]}], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'Data can?t be deleted', 'sub_info': []}]}","Data Share:
Raed Mughaus offers the Drawing Studio app as a Freemium service free of cost. The Personal Information collected is aimed at providing and improving the Service. This information will not be used or shared except as detailed in this Privacy Policy.
Data Collect:
Information collection is required while using the Service for enhancing user experience. The user is required to provide certain personally identifiable information. This information is retained on the user's device and is not collected by Raed Mughaus.","{label 1: Incorrect, label 2: Incomplete}"
44,com.logomaster.logomaker,"{'data_shared': [], 'data_collected': [{'category': 'App info and performance', 'sub_info': [{'data_type': 'Crash logs', 'purpose': 'Analytics - Advertising or marketing - Fraud prevention - security - and compliance - Personalization', 'optional': False}]}, {'category': 'Device or other IDs', 'sub_info': [{'data_type': 'Device or other IDs', 'purpose': 'Analytics - Advertising or marketing - Fraud prevention - security - and compliance - Personalization', 'optional': False}]}], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'Data can?t be deleted', 'sub_info': []}]}","Data Share:
The application utilizes the internet permission to enable users to share their edited photos on social networks.
Data Collect:
The application collects user data through the following permissions:
1. Camera permission: This allows the application to access the device's camera to take pictures.
2. Write External Storage permission: Allows the application to save images after they've been taken or edited.
3. Read External Storage permission: This permission enables the application to read images from the device's library, assisting users in selecting images more quickly.
4. Set Wallpaper permission: This permission allows the application to place photos (post-editing) as the device's wallpaper.
5. Billing permission: This allows the application to manage in-app purchases.
Note: This privacy policy is subject to change, and any significant adjustments will be prominently communicated. Your consent is necessary should there be a need to reduce your rights under this policy.","{label 1: Completes, label 2: Incorrect}"
45,com.simple.design.material,"{'data_shared': [], 'data_collected': [{'category': 'App info and performance', 'sub_info': [{'data_type': 'Crash logs', 'purpose': 'Analytics - Developer communications', 'optional': False}]}], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'Data can?t be deleted', 'sub_info': []}]}","Data Share:
We firmly respect your privacy and do not sell, trade, or disclose any personal information. However, we aren't accountable for personal information possibly collected by third parties, and this privacy policy doesn't govern such situations.
Data Collect:
We do not record, store, or collect information identifying you. Also, we don't obtain any sensitive data through your device's installed application.","{label 1: Incomplete, label 2: Incomplete}"
46,com.onetap.bit8painter,"{'data_shared': [], 'data_collected': [{'category': 'App info and performance', 'sub_info': [{'data_type': 'Crash logs', 'purpose': 'Analytics', 'optional': False}, {'data_type': 'Diagnostics', 'purpose': 'Analytics', 'optional': False}, {'data_type': 'Other app performance data', 'purpose': 'Analytics', 'optional': False}]}, {'category': 'App activity', 'sub_info': [{'data_type': 'App interactions', 'purpose': 'Analytics - Advertising or marketing', 'optional': False}, {'data_type': 'Other actions', 'purpose': 'Advertising or marketing', 'optional': False}]}, {'category': 'Device or other IDs', 'sub_info': [{'data_type': 'Device or other IDs', 'purpose': 'Analytics - Advertising or marketing', 'optional': False}]}, {'category': 'Location', 'sub_info': [{'data_type': 'Approximate location', 'purpose': 'Analytics - Advertising or marketing', 'optional': False}]}], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'Data can?t be deleted', 'sub_info': []}]}","Data Share:
The OneTap app shares user information with ""Google"", displaying customized advertisements (Google AdMob) based on this data. Please see ""Google Policy and Terms"" for more information.
Data Collect:
Users can limit sharing their information with advertisers and third-party distributors if they do not wish to send it.","{label 1: Incorrect, label 2: Unclear}"
201,com.VideobirdStudio.SelfieExpertPhotoPerfect,"{'data_shared': [{'category': 'Device or other IDs', 'sub_info': [{'data_type': 'Device or other IDs', 'purpose': 'Analytics - Advertising or marketing', 'optional': False}]}, {'category': 'Location', 'sub_info': [{'data_type': 'Approximate location', 'purpose': 'Analytics - Advertising or marketing', 'optional': False}]}], 'data_collected': [], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'You can request that data be deleted', 'sub_info': []}]}","Data Share: Videobird Studio does not disclose or sell any personal information such as your name, address, and photo to any third party.
Data Collect: Videobird Studio does not collect, store, or use any personal information during your visit, download, or upgrade of our products nor do we store or sell any data to third parties.","{label 1: Incorrect, label 2: Complete}"
202,kynguyen.app.mirror,"{'data_shared': [], 'data_collected': [{'category': 'Messages', 'sub_info': [{'data_type': 'Emails', 'purpose': 'App functionality - Developer communications', 'optional': True}]}, {'category': 'Photos and videos', 'sub_info': [{'data_type': 'Photos', 'purpose': 'App functionality - Analytics', 'optional': True}]}, {'category': 'Personal info', 'sub_info': [{'data_type': 'Email address', 'purpose': 'App functionality - Developer communications', 'optional': True}]}], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'Data can’t be deleted', 'sub_info': []}]}","Data Share: We might retain third parties for services and provide them access to necessary information, provided they keep it confidential. Additionally, if legally required or to protect user safety and rights, we might disclose user information.
Data Collect: This section is not provided in the content.","{label 1: Incorrect, label 2: Incomplete}"
203,com.kirill.filippov.android.hairkeeper,"{'data_shared': [], 'data_collected': []}","Data Share: The Hair Keeper app does not share any personal information, it neither receives nor sends any data to the internet.
Data Collect: The Hair Keeper app does not collect any personal information.","{label 1: Correct, label 2: Incomplete}"
203,com.kirill.filippov.android.hairkeeper,"{'data_shared': [], 'data_collected': []}","Data Share: The Hair Keeper app does not share any personal information, it neither receives nor sends any data to the internet.
Data Collect: The Hair Keeper app does not collect any personal information.","{label 1: Correct, label 2: Incomplete}"
204,com.ginchugames.ghostsurgery,"{'data_shared': [], 'data_collected': [], 'security_practices': [{'category': 'Data isn’t encrypted', 'sub_info': []}, {'category': 'Data can’t be deleted', 'sub_info': []}]}","Data Share: Ginchu Games do not share any data with advertisers without the users' permission. Information may be collected and maintained by our third-party providers such as advertising networks and web analytics services.
Data Collect: Ginchu Games do not collect any user data without their consent. Some information may be gathered and maintained by our third-party providers of certain products or services such as advertising networks and web analytics services.","{label 1: Incorrect, label 2: Complete}"
204,com.ginchugames.ghostsurgery,"{'data_shared': [], 'data_collected': [], 'security_practices': [{'category': 'Data isn’t encrypted', 'sub_info': []}, {'category': 'Data can’t be deleted', 'sub_info': []}]}","Data Share: Ginchu Games do not share any data with advertisers without the users' permission. Information may be collected and maintained by our third-party providers such as advertising networks and web analytics services.
Data Collect: Ginchu Games do not collect any user data without their consent. Some information may be gathered and maintained by our third-party providers of certain products or services such as advertising networks and web analytics services.","{label 1: Incorrect, label 2: Complete}"
205,com.stylestudio.hairstyle.stepbystep,"{'data_shared': [], 'data_collected': [{'category': 'Device or other IDs', 'sub_info': [{'data_type': 'Device or other IDs', 'purpose': 'App functionality - Analytics - Advertising or marketing', 'optional': False}]}], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'Data can’t be deleted', 'sub_info': []}]}","Data Share: ""We will not share your information with anyone except as described in this Privacy Policy. By using the Service, you agree to the information sharing in accordance with this policy.""
Data Collect: ""We may ask you to provide us with personally identifiable information while using our Service. This information can be used to contact or identify you and may include, but is not limited to, your email address.""","{""label 1"": ""Incorrect"", ""label 2"": ""Incomplete""}"
207,com.babe.bliss.studio.Chic.Baby.Girl.Day.Care.Game,"{'data_shared': [], 'data_collected': [], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'Data can’t be deleted', 'sub_info': []}, {'category': 'Committed to follow the Play Families Policy', 'sub_info': []}]}","Data Share: Babe Bliss Apps uses the third parties ads network in our apps that may request or use some of your information. The apps also offer a SAVE photo feature which requests permission to save in your device.
Data Collect: Our Apps utilize NETWORK state, read and write EXTERNAL storage, INTERNET/ Ads network display, and WIFI State permissions. Some apps may optionally ask you to connect your accounts.","{label 1: Correct, label 2: Incomplete}"
207,com.babe.bliss.studio.Chic.Baby.Girl.Day.Care.Game,"{'data_shared': [], 'data_collected': [], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'Data can’t be deleted', 'sub_info': []}, {'category': 'Committed to follow the Play Families Policy', 'sub_info': []}]}","Data Share: Babe Bliss Apps uses the third parties ads network in our apps that may request or use some of your information. The apps also offer a SAVE photo feature which requests permission to save in your device.
Data Collect: Our Apps utilize NETWORK state, read and write EXTERNAL storage, INTERNET/ Ads network display, and WIFI State permissions. Some apps may optionally ask you to connect your accounts.","{label 1: Correct, label 2: Incomplete}"
208,com.roorahas,"{'data_shared': [], 'data_collected': [], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'Data can’t be deleted', 'sub_info': []}]}","Data Share:
The application may share your personal information to respond to legal requirements, enforce our policies, respond to claims that a posting or other content violates others' rights, or protect anyone's rights, property, or safety. However, we don't sell or rent users' personal information to third parties for their marketing purposes without users' explicit consent.
Data Collect:
For the application to provide a safe and useful service, it may collect, use, and share your personal information. The application might also need access to certain resources on your phone. We use numerous tools like encryption, passwords, and physical security to guard your personal information against unsanctioned access and disclosure. All personal electronic details will be safeguarded by the Service except for those that you decide to disclose.","{label 1: Correct, label 2: Incomplete}"
209,id.photo.effect.tiktok,"{'data_shared': [{'category': 'Device or other IDs', 'sub_info': [{'data_type': 'Device or other IDs', 'purpose': 'Analytics - Advertising or marketing', 'optional': False}]}, {'category': 'App info and performance', 'sub_info': [{'data_type': 'Crash logs', 'purpose': 'Analytics - Advertising or marketing', 'optional': False}, {'data_type': 'Diagnostics', 'purpose': 'Analytics - Advertising or marketing', 'optional': False}]}], 'data_collected': [], 'security_practices': [{'category': 'Data isn’t encrypted', 'sub_info': []}]}","Data Share: We do not sell, trade, or transfer your personally identifiable information to outside parties, excluding trusted third parties who assist us, provided they agree to confidentiality. We may release your information to comply with the law, enforce our policies, protect our or others' rights, property, or safety.
Data Collect: We don't store your photos and will only use them if given explicit permission. We don't store or share personal information with third parties. Our app doesn't knowingly collect personal information from anyone under 13. If we unintentionally collect such information from a child, we will promptly delete it. Your continued use of our products or services presupposes agreement to our active terms and conditions.","{label 1: Incorrect, label 2: Incomplete}"
210,com.northpark.beautycamera,"{'data_shared': [], 'data_collected': [{'category': 'Files and docs', 'sub_info': [{'data_type': 'Files and docs', 'purpose': 'Analytics', 'optional': True}]}, {'category': 'Device or other IDs', 'sub_info': [{'data_type': 'Device or other IDs', 'purpose': 'Analytics', 'optional': False}]}], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'You can request that data be deleted', 'sub_info': []}]}","Data Share:
The Company shares your personal data with service providers for purposes such as analyzing use of our service, advertising, processing payments, and contacting you. The application works with advertisers such as Google AdSense & DoubleClick Cookie, and AdMob by Google to show personalized ads on our service. The company also uses third-party remarketing services including Google Ads (AdWords), Twitter, and Facebook to advertise on other websites you visit following your use of our services. As for business transactions, your personal data may be transferred if the Company is involved in a merger, acquisition, asset sale or similar event. Other potential cases of data sharing involve affiliates, business partners, and other users, depending on your interaction and registration via a third-party social media service.
Data Collect:
The Company collects usage data automatically, which includes your device's IP address, browser type and version, the pages of our service you visit, the time and date of your visit, the time spent on those pages, and other diagnostic data. Specific device information, operating system data and application details are among the usage data gathered. Information from third-party social media services (Google and Facebook) is also obtained, which could include your name, email address, activities and contact list associated with those accounts. In relation to your consent and the use of your personal data, the Company may process this data for a variety of reasons including the provision and maintenance of the service and managing your account, among others. This data is retained only as long as necessary for these purposes, or to comply with legal obligations.","{label 1: Incorrect, label 2: Incomplete}"
211,com.wiki.video.background.changer.remover.pro.vidbgchanger,"{'data_shared': [{'category': 'Photos and videos', 'sub_info': [{'data_type': 'Photos', 'purpose': 'App functionality', 'optional': False}, {'data_type': 'Videos', 'purpose': 'App functionality - Analytics', 'optional': False}]}, {'category': 'Device or other IDs', 'sub_info': [{'data_type': 'Device or other IDs', 'purpose': 'App functionality - Analytics', 'optional': False}]}, {'category': 'App info and performance', 'sub_info': [{'data_type': 'Crash logs', 'purpose': 'App functionality - Analytics - Advertising or marketing', 'optional': False}]}], 'data_collected': [], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'Data can’t be deleted', 'sub_info': []}]}","Data Share:
Wiki Dev Apps run this application for free, using various ads. Ad Companies may use advertising cookies or Advertising ID. In case of any confusion, privacy policies can be reviewed on Google (https://policies.google.com/privacy) or Google Ad mob (https://support.google.com/admob/answer/6128543), Facebook (https://web.facebook.com/about/privacy?_rdc=1&_rdr) and AppLovin (https://www.applovin.com/privacy/).
Data Collect:
Wiki Dev Apps launched All app as a free service. This policy notifies users about our practices with the collection, use, and disclosure of Personal Information if they choose to use our Service. We value privacy and hence do not collect personal information. Cookies, small files stored on user devices, hold data specific to a client and website, enabling tailored server delivery or carry information from one visit to the website to another. Wiki Dev App also reads and writes external storage of your device to save images and videos. This privacy policy is subject to changes based on application updates, changes in Google policies or any other significant issue. Users can contact us on wikidevapps@gmail.com for any confusion or problem.","{label 1: Incorrect, label 2: Incomplete}"
212,com.skapps.mehndidesign2020,"{'data_shared': [], 'data_collected': [], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'Data can’t be deleted', 'sub_info': []}]}","Data Share:
The apps use third-party services like Google Play Services and AdMob that may collect information used to identify you. We do not knowingly collect personal data from anyone under 18. We make changes to our Privacy Policy from time to time and notify you via email or a notice on our Service.
Data Collect:
We may collect personal and non-personal information while you use our Service. Personal information that we may collect includes contact details. Non-personal information may include your date of birth, age, gender, and city. However, the requested information remains on your device, and we do not actively collect it. The Advertising ID is used for advertising and user analytics.","{label 1: Incorrect or Correct, label 2: Incomplete or Complete}"
213,smartgr.blonde.hair,"{'data_shared': [], 'data_collected': [], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'Data can’t be deleted', 'sub_info': []}]}","Data Share: We share information with our advertising partners, specifically Google Adsense, which may use cookies for advertising purposes. However, we don't have access to or control over these cookies once we have granted permission. Please refer to their respective privacy policies for more information.
Data Collect: We collect data such as IP addresses, browser types, ISPs, referring/exit pages, platform types, date/time stamps, and number of clicks. This information helps us analyze trends, administer the site, track user movement, and gather broad demographic information. Please be aware that this information does not link to personally identifiable information. We also host links to other sites and suggest reading their respective privacy policies, as we don't have control over their content or data collection.","{label 1: Incorrect, label 2: Complete}"
220,com.BeautifulMakeup.MobileDevAppLtd,"{'data_shared': [], 'data_collected': []}","Data Share: We may employ third-party companies and individuals to facilitate our Service (""Service Providers""), to provide the Service on our behalf, to perform Service-related services, or to assist us in analyzing how our Service is used. These third parties have access to your Personal Data only to perform these tasks on our behalf and are obligated not to disclose or use it for any other purpose.
Data Collect: We do NOT collect any Personal Information about you. The security of your data is important to us, but remember that no method of transmission over the Internet, or method of electronic storage is 100% secure.","{label 1: Correct, label 2: Incomplete}"
220,com.BeautifulMakeup.MobileDevAppLtd,"{'data_shared': [], 'data_collected': []}","Data Share: We may employ third-party companies and individuals to facilitate our Service (""Service Providers""), to provide the Service on our behalf, to perform Service-related services, or to assist us in analyzing how our Service is used. These third parties have access to your Personal Data only to perform these tasks on our behalf and are obligated not to disclose or use it for any other purpose.
Data Collect: We do NOT collect any Personal Information about you. The security of your data is important to us, but remember that no method of transmission over the Internet, or method of electronic storage is 100% secure.","{label 1: Correct, label 2: Incomplete}"
225,com.ronie.fairnesstips,"{'data_shared': [], 'data_collected': [], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'Data can’t be deleted', 'sub_info': []}]}","Data Share:
The application uses Google AdMob, Meta Audience Network, and Unity to display ads. These ad service providers may collect your device advertising ID or other IDs to display, target ads, measure ad performance, or share data with advertising partners.
Data Collect:
The application does not collect personal information that identifies you such as your first name and last name, physical addresses, email addresses, telephone, fax, social security number, or information stored within your device.","{label 1: Incorrect, label 2: Incomplete}"
225,com.ronie.fairnesstips,"{'data_shared': [], 'data_collected': [], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'Data can’t be deleted', 'sub_info': []}]}","Data Share:
The application uses Google AdMob, Meta Audience Network, and Unity to display ads. These ad service providers may collect your device advertising ID or other IDs to display, target ads, measure ad performance, or share data with advertising partners.
Data Collect:
The application does not collect personal information that identifies you such as your first name and last name, physical addresses, email addresses, telephone, fax, social security number, or information stored within your device.","{label 1: Incorrect, label 2: Incomplete}"
301,com.newandromo.dev728180.app984777,"{'data_shared': [], 'data_collected': [{'category': 'Device or other IDs', 'sub_info': [{'data_type': 'Device or other IDs', 'purpose': 'App functionality', 'optional': True}]}], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'You can request that data be deleted', 'sub_info': []}]}","Data Share:
The ""Haircut for women"" app developed by Mdtech may require user-provided personal data to offer its Services. Users are responsible for securing their own devices and access to the app. Using the app may incur data usage charges, for which the user is responsible, including roaming data charges if the app is used outside the user's home region. As stipulated by the user's mobile network provider agreement, charges may also accrue if the app is used without a Wi-Fi connection.
Data Collect:
The app stores and processes the user's personal data which is provided by the user to offer the Services. This may include but is not limited to, active internet connection data from Wi-Fi or your mobile network provider. Mdtech relies on third parties to provide this data. The company is committed to regularly updating the app and making changes to ensure its utility and efficiency. During the usage of the app, the source code and intellectual property rights remain the property of Mdtech. Consequently, any attempt to modify, extract source code, or translate the app is strictly forbidden.
Contact Information: For any concerns or suggestions about these terms and conditions, users can reach Mdtech at mdtectcommunications@gmail.com.","{label 1: Incorrect, label 2: Incomplete}"
401,com.quran.labs.androidquran,"{'data_shared': [], 'data_collected': [{'category': 'App info and performance', 'sub_info': [{'data_type': 'Crash logs', 'purpose': 'App functionality - Analytics', 'optional': False}, {'data_type': 'Diagnostics', 'purpose': 'App functionality - Analytics', 'optional': False}, {'data_type': 'Other app performance data', 'purpose': 'App functionality - Analytics', 'optional': False}]}, {'category': 'Device or other IDs', 'sub_info': [{'data_type': 'Device or other IDs', 'purpose': 'App functionality - Analytics', 'optional': False}]}, {'category': 'App activity', 'sub_info': [{'data_type': 'App interactions', 'purpose': 'App functionality - Analytics', 'optional': False}, {'data_type': 'Other actions', 'purpose': 'App functionality - Analytics', 'optional': False}]}], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'Data can’t be deleted', 'sub_info': []}, {'category': 'Committed to follow the Play Families Policy', 'sub_info': []}]}","Data Share:
Our applications don't share any user-identifiable information with third parties. They use Google’s Fabric service (now Firebase), Bugsnag, and Microsoft App Center for tracking analytics and crashes, but this data can't be traced back to an individual user.
Data Collect:
Our applications do not collect any user-identifiable information. They do capture anonymous data using Google’s Fabric service (now Firebase), Bugsnag, and Microsoft App Center for tracking analytics and crashes.","{label 1: Incorrect, label 2: Close}"
